Format Version,1.23,Take Name,t0_static_pose_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-08-01 03.10.37.978 PM,Capture Start Frame,415133,Total Frames in Take,1088,Total Exported Frames,1088,Rotation Type,YZX,Length Units,Meters,Coordinate Space,Local

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
340,3.400000,-1.699217,1.807125,-4.599315,-1.610150,0.063038,-4.697961,-1.601995,0.057240,-4.737410,-1.653260,0.058018,-4.781608,-1.612287,1.031375,-4.747430,-1.840820,0.068295,-4.716492,-1.726168,0.485599,-4.768597,-1.709900,0.944114,-4.788705,-1.706804,0.542118,-4.756439,-1.768456,0.107587,-4.756866,-1.713201,0.528339,-4.649004,-1.749608,0.115207,-4.669308,-1.797136,1.141465,-4.636255,-1.816005,1.058329,-4.643114,-1.775736,0.376413,-4.810771,-1.780083,0.274492,-4.795037,-1.720655,0.272089,-4.786683,-1.717704,0.355385,-4.799963,-1.717053,0.800602,-4.790038,-1.722586,0.697278,-4.778046,-1.663248,0.693218,-4.783494,-1.658823,0.777863,-4.792182,-1.680772,0.453593,-4.719772,-1.611250,0.048460,-4.529198,-1.601784,0.062624,-4.476909,-1.646987,0.058205,-4.422146,-1.635116,1.016068,-4.450963,-1.836979,0.073167,-4.468287,-1.737457,0.491267,-4.446485,-1.744915,0.926420,-4.429626,-1.724169,0.539675,-4.450722,-1.764924,0.101088,-4.435427,-1.718574,0.518401,-4.566189,-1.756627,0.109497,-4.523294,-1.795272,1.156757,-4.576060,-1.821161,1.057755,-4.585912,-1.730165,0.386881,-4.400472,-1.734266,0.283796,-4.409355,-1.793592,0.285742,-4.406735,-1.790170,0.369167,-4.399448,-1.658394,0.791194,-4.414378,-1.667744,0.687399,-4.424992,-1.727142,0.692459,-4.423724,-1.719749,0.776071,-4.414383,-1.686740,0.444558,-4.494574
341,3.410000,-1.699280,1.807120,-4.599364,-1.610137,0.063043,-4.697968,-1.601995,0.057252,-4.737424,-1.653250,0.058006,-4.781606,-1.612315,1.031387,-4.747430,-1.840825,0.068288,-4.716514,-1.726179,0.485601,-4.768619,-1.709920,0.944118,-4.788724,-1.706783,0.542111,-4.756441,-1.768452,0.107572,-4.756876,-1.713194,0.528340,-4.648988,-1.749599,0.115194,-4.669302,-1.797043,1.141141,-4.636341,-1.816005,1.058288,-4.643098,-1.775727,0.376407,-4.810788,-1.780070,0.274483,-4.795055,-1.720631,0.272086,-4.786688,-1.717690,0.355376,-4.799963,-1.717063,0.800605,-4.790052,-1.722597,0.697255,-4.778037,-1.663243,0.693222,-4.783508,-1.658835,0.777864,-4.792205,-1.680781,0.453613,-4.719765,-1.611243,0.048464,-4.529202,-1.601808,0.062622,-4.476908,-1.646988,0.058219,-4.422144,-1.635127,1.016074,-4.450984,-1.836959,0.073143,-4.468295,-1.737432,0.491251,-4.446497,-1.744948,0.926425,-4.429618,-1.724171,0.539655,-4.450733,-1.764924,0.101088,-4.435408,-1.718598,0.518396,-4.566181,-1.756617,0.109513,-4.523305,-1.795292,1.156749,-4.576071,-1.821187,1.057748,-4.585918,-1.730182,0.386879,-4.400457,-1.734286,0.283794,-4.409359,-1.793602,0.285745,-4.406739,-1.790169,0.369163,-4.399459,-1.658401,0.791194,-4.414397,-1.667722,0.687399,-4.425004,-1.727157,0.692473,-4.423723,-1.719744,0.776052,-4.414393,-1.686752,0.444555,-4.494573
342,3.420000,-1.699326,1.807125,-4.599407,-1.610126,0.063062,-4.697982,-1.601979,0.057260,-4.737419,-1.653244,0.058023,-4.781608,-1.612311,1.031397,-4.747432,-1.840804,0.068304,-4.716497,-1.726201,0.485609,-4.768606,-1.709920,0.944138,-4.788754,-1.706784,0.542124,-4.756477,-1.768445,0.107588,-4.756882,-1.713169,0.528353,-4.648993,-1.749606,0.115206,-4.669296,-1.797078,1.141031,-4.636383,-1.816050,1.058302,-4.643120,-1.775715,0.376398,-4.810801,-1.780066,0.274495,-4.795054,-1.720604,0.272102,-4.786705,-1.717675,0.355372,-4.799975,-1.717056,0.800621,-4.790074,-1.722636,0.697251,-4.778062,-1.663245,0.693234,-4.783508,-1.658839,0.777877,-4.792219,-1.680795,0.453605,-4.719770,-1.611236,0.048467,-4.529187,-1.601797,0.062628,-4.476922,-1.646988,0.058221,-4.422157,-1.635201,1.016069,-4.451030,-1.836965,0.073148,-4.468303,-1.737448,0.491249,-4.446479,-1.744969,0.926441,-4.429628,-1.724191,0.539663,-4.450718,-1.764910,0.101078,-4.435407,-1.718594,0.518401,-4.566185,-1.756579,0.109522,-4.523295,-1.795311,1.156760,-4.576080,-1.821207,1.057742,-4.585921,-1.730173,0.386870,-4.400463,-1.734265,0.283782,-4.409367,-1.793602,0.285738,-4.406755,-1.790165,0.369166,-4.399450,-1.658452,0.791198,-4.414371,-1.667755,0.687409,-4.425006,-1.727167,0.692472,-4.423728,-1.719781,0.776061,-4.414372,-1.686770,0.444527,-4.494564
343,3.430000,-1.699351,1.807111,-4.599445,-1.610115,0.063078,-4.697972,-1.601970,0.057248,-4.737415,-1.653241,0.058046,-4.781622,-1.612361,1.031400,-4.747447,-1.840835,0.068314,-4.716496,-1.726215,0.485630,-4.768608,-1.709960,0.944130,-4.788758,-1.706788,0.542117,-4.756467,-1.768449,0.107596,-4.756880,-1.713194,0.528335,-4.648984,-1.749598,0.115196,-4.669303,-1.797104,1.141037,-4.636372,-1.816098,1.058319,-4.643116,-1.775731,0.376404,-4.810783,-1.780079,0.274472,-4.795061,-1.720639,0.272097,-4.786682,-1.717695,0.355368,-4.799962,-1.717076,0.800619,-4.790070,-1.722609,0.697081,-4.778056,-1.663245,0.693234,-4.783494,-1.658857,0.777888,-4.792210,-1.680800,0.453605,-4.719766,-1.611233,0.048485,-4.529211,-1.601809,0.062630,-4.476909,-1.646997,0.058224,-4.422154,-1.635240,1.016048,-4.451050,-1.836975,0.073139,-4.468295,-1.737446,0.491233,-4.446496,-1.744990,0.926423,-4.429632,-1.724187,0.539660,-4.450725,-1.764919,0.101062,-4.435422,-1.718589,0.518415,-4.566183,-1.756587,0.109495,-4.523285,-1.795371,1.156753,-4.576061,-1.821259,1.057740,-4.585904,-1.730176,0.386845,-4.400471,-1.734283,0.283766,-4.409381,-1.793597,0.285718,-4.406780,-1.790170,0.369147,-4.399448,-1.658432,0.791189,-4.414412,-1.667737,0.687391,-4.425015,-1.727165,0.692456,-4.423711,-1.719785,0.776045,-4.414397,-1.686758,0.444530,-4.494565
344,3.440000,-1.699404,1.807092,-4.599472,-1.610133,0.063059,-4.697954,-1.601995,0.057255,-4.737425,-1.653254,0.058034,-4.781599,-1.612412,1.031394,-4.747447,-1.840846,0.068308,-4.716482,-1.726252,0.485581,-4.768589,-1.709998,0.944115,-4.788723,-1.706814,0.542100,-4.756459,-1.768462,0.107574,-4.756871,-1.713228,0.528328,-4.648975,-1.749606,0.115203,-4.669295,-1.797161,1.141059,-4.636344,-1.816213,1.058356,-4.642984,-1.775774,0.376400,-4.810777,-1.780103,0.274475,-4.795026,-1.720632,0.272092,-4.786692,-1.717714,0.355377,-4.799957,-1.717117,0.800617,-4.790049,-1.722672,0.697242,-4.778080,-1.663271,0.693217,-4.783503,-1.658957,0.777933,-4.792243,-1.680167,0.453908,-4.720079,-1.611237,0.048476,-4.529206,-1.601798,0.062640,-4.476910,-1.647006,0.058229,-4.422143,-1.635284,1.016050,-4.451046,-1.836993,0.073141,-4.468286,-1.737442,0.491224,-4.446487,-1.745016,0.926409,-4.429636,-1.724175,0.539638,-4.450740,-1.764927,0.101050,-4.435410,-1.718588,0.518390,-4.566171,-1.756605,0.109517,-4.523295,-1.795372,1.156953,-4.575988,-1.821370,1.057684,-4.585822,-1.730178,0.386828,-4.400465,-1.734291,0.283746,-4.409375,-1.793625,0.285715,-4.406787,-1.790179,0.369125,-4.399465,-1.658451,0.791195,-4.414400,-1.667752,0.687391,-4.425006,-1.727182,0.692442,-4.423727,-1.719793,0.776036,-4.414391,-1.686732,0.444527,-4.494582
345,3.450000,-1.699455,1.807078,-4.599502,-1.610143,0.063045,-4.697962,-1.602003,0.057254,-4.737410,-1.653259,0.058010,-4.781611,-1.612447,1.031389,-4.747446,-1.840838,0.068297,-4.716492,-1.726274,0.485537,-4.768555,-1.710041,0.944120,-4.788722,-1.706829,0.542071,-4.756446,-1.768468,0.107580,-4.756871,-1.713225,0.528337,-4.648996,-1.749596,0.115189,-4.669291,-1.797189,1.141048,-4.636358,-1.816237,1.058365,-4.642982,-1.775776,0.376374,-4.810781,-1.780114,0.274469,-4.795031,-1.720657,0.272083,-4.786687,-1.717746,0.355365,-4.799958,-1.717137,0.800618,-4.790038,-1.722650,0.697258,-4.778063,-1.663282,0.693206,-4.783490,-1.658908,0.777874,-4.792205,-1.680155,0.453891,-4.720088,-1.611251,0.048469,-4.529194,-1.601801,0.062642,-4.476918,-1.646999,0.058206,-4.422148,-1.635292,1.016047,-4.451056,-1.836990,0.073130,-4.468291,-1.737431,0.491223,-4.446490,-1.745015,0.926387,-4.429638,-1.724162,0.539631,-4.450735,-1.764938,0.101050,-4.435410,-1.718601,0.518360,-4.566172,-1.756604,0.109457,-4.523292,-1.795384,1.156955,-4.575996,-1.821392,1.057672,-4.585817,-1.730166,0.386830,-4.400455,-1.734281,0.283749,-4.409390,-1.793634,0.285697,-4.406793,-1.790186,0.369091,-4.399449,-1.658450,0.791187,-4.414411,-1.667808,0.687355,-4.425017,-1.727171,0.692434,-4.423718,-1.719787,0.776025,-4.414411,-1.686722,0.444517,-4.494580
346,3.460000,-1.699488,1.807075,-4.599522,-1.610150,0.063041,-4.697970,-1.602001,0.057234,-4.737409,-1.653276,0.058007,-4.781601,-1.612464,1.031384,-4.747463,-1.840811,0.068252,-4.716501,-1.726263,0.485553,-4.768609,-1.710054,0.944105,-4.788749,-1.706867,0.542088,-4.756460,-1.768468,0.107577,-4.756879,-1.713276,0.528326,-4.648993,-1.749603,0.115199,-4.669299,-1.797216,1.141035,-4.636370,-1.816242,1.058340,-4.642978,-1.775787,0.376364,-4.810782,-1.780120,0.274456,-4.795035,-1.720671,0.272073,-4.786691,-1.717740,0.355351,-4.799969,-1.717127,0.800608,-4.790048,-1.722661,0.697226,-4.778048,-1.663315,0.693223,-4.783498,-1.658991,0.777928,-4.792249,-1.680157,0.453907,-4.720098,-1.611251,0.048460,-4.529201,-1.601814,0.062635,-4.476921,-1.646988,0.058239,-4.422151,-1.635314,1.016054,-4.451067,-1.836969,0.073106,-4.468310,-1.737406,0.491211,-4.446483,-1.745004,0.926388,-4.429638,-1.724132,0.539621,-4.450742,-1.764937,0.101053,-4.435408,-1.718605,0.518357,-4.566175,-1.756603,0.109452,-4.523295,-1.795437,1.156724,-4.576076,-1.821405,1.057665,-4.585828,-1.730163,0.386813,-4.400458,-1.734278,0.283740,-4.409402,-1.793631,0.285703,-4.406797,-1.790174,0.369103,-4.399467,-1.658452,0.791192,-4.414412,-1.667788,0.687342,-4.425028,-1.727153,0.692444,-4.423737,-1.719786,0.776028,-4.414388,-1.686746,0.444513,-4.494574
347,3.470000,-1.699536,1.807079,-4.599560,-1.610129,0.063066,-4.697963,-1.601998,0.057252,-4.737405,-1.653244,0.058020,-4.781606,-1.612458,1.031384,-4.747453,-1.840813,0.068269,-4.716506,-1.726236,0.485582,-4.768603,-1.710055,0.944124,-4.788754,-1.706857,0.542113,-4.756461,-1.768455,0.107580,-4.756880,-1.713265,0.528325,-4.648995,-1.749616,0.115191,-4.669291,-1.797235,1.141035,-4.636379,-1.816272,1.058341,-4.642987,-1.775800,0.376373,-4.810783,-1.780115,0.274468,-4.795028,-1.720678,0.272094,-4.786693,-1.717723,0.355360,-4.799971,-1.717177,0.800624,-4.790063,-1.722705,0.697248,-4.778057,-1.663341,0.693235,-4.783503,-1.658947,0.777890,-4.792200,-1.680607,0.453705,-4.719907,-1.611230,0.048475,-4.529202,-1.601811,0.062638,-4.476926,-1.647003,0.058245,-4.422153,-1.635322,1.016065,-4.451086,-1.836971,0.073109,-4.468313,-1.737407,0.491211,-4.446484,-1.745008,0.926387,-4.429631,-1.724146,0.539618,-4.450750,-1.764942,0.101053,-4.435394,-1.718586,0.518393,-4.566174,-1.756589,0.109451,-4.523315,-1.795461,1.156938,-4.576007,-1.821428,1.057668,-4.585819,-1.730121,0.386815,-4.400444,-1.734280,0.283727,-4.409411,-1.793624,0.285700,-4.406813,-1.790165,0.369115,-4.399470,-1.658450,0.791196,-4.414421,-1.667716,0.687388,-4.425053,-1.727147,0.692447,-4.423738,-1.719783,0.776030,-4.414403,-1.686751,0.444496,-4.494564
348,3.480000,-1.699558,1.807078,-4.599597,-1.610115,0.063069,-4.697962,-1.601976,0.057253,-4.737415,-1.653262,0.058016,-4.781596,-1.612483,1.031405,-4.747448,-1.840837,0.068318,-4.716474,-1.726261,0.485592,-4.768600,-1.710088,0.944148,-4.788752,-1.706868,0.542104,-4.756455,-1.768455,0.107588,-4.756862,-1.713248,0.528317,-4.648999,-1.749606,0.115185,-4.669290,-1.797291,1.141042,-4.636361,-1.816291,1.058354,-4.642978,-1.775803,0.376383,-4.810767,-1.780127,0.274470,-4.794998,-1.720660,0.272105,-4.786685,-1.717756,0.355355,-4.799953,-1.717221,0.800625,-4.790062,-1.722753,0.697072,-4.778039,-1.663353,0.693239,-4.783503,-1.658948,0.777883,-4.792183,-1.680192,0.453883,-4.720068,-1.611212,0.048501,-4.529195,-1.601805,0.062638,-4.476929,-1.647001,0.058230,-4.422154,-1.635324,1.016060,-4.451094,-1.836989,0.073131,-4.468293,-1.737404,0.491205,-4.446478,-1.745028,0.926395,-4.429622,-1.724134,0.539604,-4.450760,-1.764935,0.101056,-4.435407,-1.718570,0.518376,-4.566166,-1.756600,0.109481,-4.523332,-1.795461,1.156957,-4.575985,-1.821458,1.057668,-4.585799,-1.730127,0.386818,-4.400439,-1.734294,0.283725,-4.409401,-1.793632,0.285684,-4.406807,-1.790170,0.369081,-4.399455,-1.658458,0.791191,-4.414422,-1.667728,0.687394,-4.425051,-1.727142,0.692436,-4.423743,-1.719780,0.776022,-4.414409,-1.686698,0.444508,-4.494582
349,3.490000,-1.699586,1.807071,-4.599648,-1.610123,0.063059,-4.697964,-1.601984,0.057263,-4.737414,-1.653248,0.058019,-4.781602,-1.612514,1.031395,-4.747469,-1.840836,0.068290,-4.716490,-1.726266,0.485579,-4.768596,-1.710097,0.944151,-4.788751,-1.706895,0.542115,-4.756459,-1.768462,0.107569,-4.756871,-1.713266,0.528329,-4.648993,-1.749596,0.115167,-4.669306,-1.797306,1.141051,-4.636352,-1.816327,1.058361,-4.642958,-1.775804,0.376377,-4.810757,-1.780120,0.274450,-4.795049,-1.720668,0.272101,-4.786674,-1.717760,0.355351,-4.799963,-1.717250,0.800630,-4.790060,-1.722758,0.697246,-4.778048,-1.663384,0.693236,-4.783509,-1.659061,0.777920,-4.792234,-1.680187,0.453883,-4.720062,-1.611226,0.048487,-4.529198,-1.601810,0.062647,-4.476916,-1.647006,0.058243,-4.422154,-1.635389,1.016051,-4.451101,-1.836987,0.073116,-4.468297,-1.737390,0.491205,-4.446476,-1.745045,0.926398,-4.429617,-1.724125,0.539606,-4.450747,-1.764932,0.101053,-4.435410,-1.718572,0.518366,-4.566176,-1.756618,0.109487,-4.523341,-1.795483,1.156940,-4.575989,-1.821476,1.057669,-4.585785,-1.730162,0.386809,-4.400441,-1.734289,0.283734,-4.409392,-1.793613,0.285676,-4.406825,-1.790158,0.369105,-4.399460,-1.658449,0.791199,-4.414427,-1.667706,0.687394,-4.425062,-1.727126,0.692427,-4.423735,-1.719767,0.776026,-4.414407,-1.686681,0.444501,-4.494583
350,3.500000,-1.699612,1.807074,-4.599697,-1.610147,0.063049,-4.697972,-1.601979,0.057246,-4.737416,-1.653264,0.058015,-4.781616,-1.612527,1.031400,-4.747459,-1.840830,0.068281,-4.716500,-1.726294,0.485613,-4.768610,-1.710129,0.944136,-4.788755,-1.706903,0.542120,-4.756461,-1.768475,0.107565,-4.756873,-1.713250,0.528328,-4.649015,-1.749601,0.115190,-4.669307,-1.797322,1.141045,-4.636345,-1.816340,1.058357,-4.642949,-1.775806,0.376357,-4.810764,-1.780140,0.274465,-4.795011,-1.720674,0.272093,-4.786687,-1.717760,0.355355,-4.799963,-1.717252,0.800615,-4.790061,-1.722794,0.697072,-4.778045,-1.663417,0.693252,-4.783525,-1.659091,0.777938,-4.792248,-1.680635,0.453703,-4.719910,-1.611243,0.048496,-4.529215,-1.601808,0.062653,-4.476935,-1.646994,0.058239,-4.422155,-1.635406,1.016062,-4.451125,-1.837000,0.073123,-4.468288,-1.737406,0.491215,-4.446466,-1.745051,0.926408,-4.429617,-1.724109,0.539617,-4.450748,-1.764939,0.101058,-4.435404,-1.718561,0.518368,-4.566176,-1.756600,0.109447,-4.523325,-1.795523,1.156939,-4.575984,-1.821482,1.057664,-4.585783,-1.730123,0.386812,-4.400435,-1.734276,0.283732,-4.409392,-1.793625,0.285683,-4.406829,-1.790173,0.369084,-4.399480,-1.658452,0.791218,-4.414407,-1.667686,0.687391,-4.425050,-1.727130,0.692434,-4.423733,-1.719772,0.776046,-4.414384,-1.686701,0.444509,-4.494569
351,3.510000,-1.699657,1.807072,-4.599780,-1.610139,0.063050,-4.697988,-1.601999,0.057244,-4.737414,-1.653252,0.058007,-4.781610,-1.612567,1.031402,-4.747462,-1.840822,0.068283,-4.716482,-1.726308,0.485587,-4.768622,-1.710124,0.944144,-4.788732,-1.706896,0.542105,-4.756457,-1.768476,0.107572,-4.756877,-1.713299,0.528341,-4.649020,-1.749598,0.115189,-4.669302,-1.797349,1.141036,-4.636341,-1.816337,1.058357,-4.642945,-1.775818,0.376361,-4.810779,-1.780150,0.274464,-4.795013,-1.720680,0.272102,-4.786700,-1.717783,0.355366,-4.799982,-1.717248,0.800639,-4.790053,-1.722830,0.697073,-4.778054,-1.663426,0.693259,-4.783516,-1.659108,0.777953,-4.792271,-1.680921,0.453570,-4.719728,-1.611254,0.048481,-4.529202,-1.601812,0.062658,-4.476925,-1.646998,0.058235,-4.422167,-1.635393,1.016065,-4.451146,-1.836995,0.073127,-4.468287,-1.737383,0.491201,-4.446471,-1.745054,0.926414,-4.429609,-1.724115,0.539613,-4.450751,-1.764925,0.101057,-4.435395,-1.718580,0.518382,-4.566178,-1.756591,0.109448,-4.523305,-1.795532,1.156951,-4.575971,-1.821493,1.057671,-4.585774,-1.730124,0.386819,-4.400427,-1.734284,0.283726,-4.409389,-1.793645,0.285692,-4.406830,-1.790189,0.369116,-4.399454,-1.658437,0.791206,-4.414423,-1.667683,0.687387,-4.425073,-1.727126,0.692441,-4.423728,-1.719752,0.776038,-4.414409,-1.686710,0.444510,-4.494558
352,3.520000,-1.699668,1.807082,-4.599844,-1.610124,0.063044,-4.697972,-1.601986,0.057239,-4.737421,-1.653241,0.058019,-4.781609,-1.612557,1.031420,-4.747466,-1.840814,0.068272,-4.716486,-1.726311,0.485608,-4.768611,-1.710150,0.944144,-4.788743,-1.706902,0.542112,-4.756472,-1.768464,0.107589,-4.756886,-1.713331,0.528348,-4.649036,-1.749598,0.115196,-4.669314,-1.797349,1.141004,-4.636347,-1.816352,1.058359,-4.642941,-1.775839,0.376386,-4.810775,-1.780144,0.274461,-4.795020,-1.720673,0.272112,-4.786689,-1.717765,0.355371,-4.799976,-1.717264,0.800628,-4.790065,-1.722833,0.697072,-4.778060,-1.663426,0.693276,-4.783513,-1.659104,0.777959,-4.792265,-1.681003,0.453525,-4.719664,-1.611245,0.048485,-4.529204,-1.601798,0.062662,-4.476918,-1.647001,0.058230,-4.422159,-1.635397,1.016060,-4.451135,-1.836981,0.073121,-4.468287,-1.737395,0.491213,-4.446457,-1.745035,0.926408,-4.429587,-1.724112,0.539612,-4.450749,-1.764928,0.101050,-4.435391,-1.718551,0.518389,-4.566163,-1.756594,0.109486,-4.523318,-1.795553,1.156953,-4.575966,-1.821508,1.057676,-4.585764,-1.730136,0.386816,-4.400427,-1.734293,0.283715,-4.409388,-1.793635,0.285679,-4.406835,-1.790181,0.369104,-4.399474,-1.658441,0.791207,-4.414424,-1.667698,0.687405,-4.425043,-1.727126,0.692452,-4.423729,-1.719781,0.776044,-4.414384,-1.686677,0.444505,-4.494580
353,3.530000,-1.699689,1.807081,-4.599917,-1.610127,0.063070,-4.697968,-1.601984,0.057258,-4.737429,-1.653230,0.058024,-4.781621,-1.612570,1.031408,-4.747472,-1.840821,0.068284,-4.716494,-1.726322,0.485598,-4.768617,-1.710164,0.944165,-4.788746,-1.706930,0.542131,-4.756470,-1.768458,0.107575,-4.756874,-1.713341,0.528340,-4.649037,-1.749608,0.115186,-4.669302,-1.797386,1.141026,-4.636327,-1.816368,1.058360,-4.642933,-1.775843,0.376412,-4.810754,-1.780137,0.274472,-4.795019,-1.720683,0.272104,-4.786688,-1.717782,0.355375,-4.799964,-1.717296,0.800598,-4.790046,-1.722827,0.697073,-4.778050,-1.663434,0.693263,-4.783524,-1.659113,0.777968,-4.792254,-1.680975,0.453554,-4.719704,-1.611233,0.048497,-4.529200,-1.601812,0.062666,-4.476921,-1.647009,0.058235,-4.422147,-1.635399,1.016078,-4.451141,-1.836997,0.073099,-4.468296,-1.737399,0.491196,-4.446463,-1.745037,0.926394,-4.429582,-1.724136,0.539620,-4.450727,-1.764926,0.101039,-4.435394,-1.718563,0.518384,-4.566164,-1.756590,0.109480,-4.523331,-1.795555,1.156957,-4.575947,-1.821513,1.057672,-4.585752,-1.730148,0.386811,-4.400414,-1.734309,0.283716,-4.409389,-1.793634,0.285664,-4.406839,-1.790187,0.369079,-4.399466,-1.658441,0.791209,-4.414411,-1.667696,0.687392,-4.425045,-1.727128,0.692441,-4.423727,-1.719778,0.776044,-4.414392,-1.686707,0.444537,-4.494555
354,3.540000,-1.699726,1.807081,-4.599987,-1.610119,0.063068,-4.697978,-1.601997,0.057254,-4.737415,-1.653249,0.058028,-4.781625,-1.612584,1.031415,-4.747460,-1.840834,0.068296,-4.716489,-1.726328,0.485599,-4.768613,-1.710188,0.944161,-4.788735,-1.706932,0.542116,-4.756464,-1.768468,0.107582,-4.756871,-1.713326,0.528354,-4.649046,-1.749590,0.115172,-4.669317,-1.797379,1.141033,-4.636319,-1.816378,1.058359,-4.642918,-1.775863,0.376383,-4.810761,-1.780156,0.274484,-4.795010,-1.720704,0.272103,-4.786685,-1.717804,0.355377,-4.799972,-1.717309,0.800614,-4.790043,-1.722842,0.697079,-4.778054,-1.663456,0.693262,-4.783533,-1.659120,0.777955,-4.792261,-1.680927,0.453593,-4.719741,-1.611233,0.048509,-4.529216,-1.601809,0.062670,-4.476926,-1.647024,0.058258,-4.422153,-1.635400,1.016062,-4.451134,-1.836986,0.073103,-4.468306,-1.737405,0.491220,-4.446447,-1.745033,0.926408,-4.429588,-1.724113,0.539611,-4.450757,-1.764935,0.101037,-4.435396,-1.718591,0.518380,-4.566157,-1.756605,0.109489,-4.523335,-1.795562,1.156947,-4.575941,-1.821525,1.057678,-4.585732,-1.730152,0.386814,-4.400418,-1.734317,0.283710,-4.409401,-1.793648,0.285674,-4.406846,-1.790191,0.369082,-4.399458,-1.658435,0.791200,-4.414412,-1.667699,0.687408,-4.425039,-1.727132,0.692442,-4.423712,-1.719770,0.776041,-4.414384,-1.686709,0.444506,-4.494580
355,3.550000,-1.699775,1.807060,-4.600051,-1.610133,0.063046,-4.697972,-1.601997,0.057253,-4.737427,-1.653245,0.058028,-4.781623,-1.612586,1.031418,-4.747461,-1.840838,0.068257,-4.716500,-1.726332,0.485585,-4.768632,-1.710177,0.944136,-4.788721,-1.706920,0.542092,-4.756462,-1.768475,0.107572,-4.756872,-1.713348,0.528316,-4.649029,-1.749595,0.115176,-4.669316,-1.797417,1.140997,-4.636310,-1.816397,1.058348,-4.642914,-1.775855,0.376370,-4.810766,-1.780173,0.274476,-4.795006,-1.720690,0.272095,-4.786686,-1.717804,0.355360,-4.799978,-1.717303,0.800647,-4.790053,-1.722838,0.697070,-4.778053,-1.663473,0.693263,-4.783533,-1.659136,0.777941,-4.792264,-1.680892,0.453599,-4.719756,-1.611255,0.048496,-4.529206,-1.601813,0.062652,-4.476914,-1.647016,0.058253,-4.422154,-1.635411,1.016055,-4.451131,-1.836995,0.073104,-4.468301,-1.737398,0.491192,-4.446465,-1.745031,0.926410,-4.429576,-1.724129,0.539620,-4.450736,-1.764933,0.101041,-4.435397,-1.718603,0.518371,-4.566146,-1.756613,0.109489,-4.523311,-1.795584,1.156941,-4.575944,-1.821529,1.057659,-4.585717,-1.730140,0.386808,-4.400418,-1.734300,0.283721,-4.409404,-1.793646,0.285671,-4.406845,-1.790186,0.369067,-4.399466,-1.658446,0.791197,-4.414419,-1.667751,0.687341,-4.425028,-1.727136,0.692442,-4.423713,-1.719757,0.776032,-4.414379,-1.686699,0.444513,-4.494599
356,3.560000,-1.699806,1.807061,-4.600126,-1.610144,0.063059,-4.697989,-1.602000,0.057251,-4.737431,-1.653239,0.058034,-4.781622,-1.612591,1.031400,-4.747460,-1.840828,0.068263,-4.716493,-1.726329,0.485578,-4.768589,-1.710199,0.944138,-4.788719,-1.706942,0.542093,-4.756458,-1.768471,0.107567,-4.756869,-1.713334,0.528342,-4.649016,-1.749600,0.115187,-4.669311,-1.797424,1.140978,-4.636314,-1.816403,1.058342,-4.642906,-1.775853,0.376363,-4.810753,-1.780164,0.274449,-4.794998,-1.720713,0.272078,-4.786683,-1.717815,0.355343,-4.799970,-1.717288,0.800621,-4.790047,-1.722838,0.697068,-4.778059,-1.663460,0.693252,-4.783530,-1.659138,0.777948,-4.792264,-1.680872,0.453601,-4.719764,-1.611243,0.048488,-4.529210,-1.601828,0.062645,-4.476929,-1.646995,0.058240,-4.422165,-1.635426,1.016044,-4.451143,-1.837002,0.073108,-4.468286,-1.737401,0.491183,-4.446468,-1.745051,0.926399,-4.429583,-1.724133,0.539616,-4.450726,-1.764930,0.101037,-4.435406,-1.718626,0.518378,-4.566154,-1.756628,0.109474,-4.523318,-1.795571,1.156930,-4.575941,-1.821549,1.057653,-4.585713,-1.730128,0.386810,-4.400436,-1.734284,0.283714,-4.409403,-1.793637,0.285657,-4.406847,-1.790205,0.369063,-4.399446,-1.658438,0.791200,-4.414419,-1.667680,0.687381,-4.425052,-1.727135,0.692430,-4.423712,-1.719713,0.776029,-4.414350,-1.686718,0.444508,-4.494567
